rank,ranking-institution-title,ranking-institution-title href,location,overall,resources,engagement,outcomes,enviroment
601-800,New Jersey City University,https://www.timeshighereducation.com/world-university-rankings/new-jersey-city-university#ranking-dataset/634830,New Jersey,40.3-45.1,-,-,-,8.4
601-800,New Mexico State University,https://www.timeshighereducation.com/world-university-rankings/new-mexico-state-university#ranking-dataset/634830,New Mexico,40.3-45.1,-,16.2,-,7.9
601-800,Niagara University,https://www.timeshighereducation.com/world-university-rankings/niagara-university#ranking-dataset/634830,New York,40.3-45.1,-,16,-,-
601-800,North Carolina Agricultural and Technical State University,https://www.timeshighereducation.com/world-university-rankings/north-carolina-agricultural-and-technical-state-university#ranking-dataset/634830,North Carolina,40.3-45.1,-,16.6,-,6.5
601-800,University of North Carolina at Asheville,https://www.timeshighereducation.com/world-university-rankings/university-north-carolina-asheville#ranking-dataset/634830,North Carolina,40.3-45.1,-,15.7,-,-
601-800,North Carolina Central University,https://www.timeshighereducation.com/world-university-rankings/north-carolina-central-university#ranking-dataset/634830,North Carolina,40.3-45.1,-,-,-,6.2
601-800,University of North Carolina Wilmington,https://www.timeshighereducation.com/world-university-rankings/university-north-carolina-wilmington#ranking-dataset/634830,North Carolina,40.3-45.1,-,16,17.4,-
601-800,North Central College,https://www.timeshighereducation.com/world-university-rankings/north-central-college#ranking-dataset/634830,Illinois,40.3-45.1,-,16.7,-,-
601-800,North Dakota State University-Main Campus,https://www.timeshighereducation.com/world-university-rankings/north-dakota-state-university-main-campus#ranking-dataset/634830,North Dakota,40.3-45.1,-,16.7,-,-
601-800,University of North Florida,https://www.timeshighereducation.com/world-university-rankings/university-north-florida#ranking-dataset/634830,Florida,40.3-45.1,-,16.1,-,5.4
601-800,North Park University,https://www.timeshighereducation.com/world-university-rankings/north-park-university#ranking-dataset/634830,Illinois,40.3-45.1,12.3,-,-,6.8
601-800,Northeastern Illinois University,https://www.timeshighereducation.com/world-university-rankings/northeastern-illinois-university#ranking-dataset/634830,Illinois,40.3-45.1,-,-,-,8.5
601-800,Northeastern State University,https://www.timeshighereducation.com/world-university-rankings/northeastern-state-university#ranking-dataset/634830,Oklahoma,40.3-45.1,-,-,-,7.4
601-800,Northern Arizona University,https://www.timeshighereducation.com/world-university-rankings/northern-arizona-university#ranking-dataset/634830,Arizona,40.3-45.1,-,16.6,-,6.2
601-800,Northwest University,https://www.timeshighereducation.com/world-university-rankings/northwest-university#ranking-dataset/634830,Washington,40.3-45.1,12.7,-,-,5.1
601-800,Northwest Nazarene University,https://www.timeshighereducation.com/world-university-rankings/northwest-nazarene-university#ranking-dataset/634830,Idaho,40.3-45.1,-,17,-,-
601-800,Notre Dame de Namur University,https://www.timeshighereducation.com/world-university-rankings/notre-dame-de-namur-university#ranking-dataset/634830,California,40.3-45.1,-,-,-,7.8
601-800,Nyack College,https://www.timeshighereducation.com/world-university-rankings/nyack-college#ranking-dataset/634830,New York,40.3-45.1,-,-,-,8.6
601-800,Oakland University,https://www.timeshighereducation.com/world-university-rankings/oakland-university#ranking-dataset/634830,Michigan,40.3-45.1,-,16.4,-,-
601-800,Oakwood University,https://www.timeshighereducation.com/world-university-rankings/oakwood-university#ranking-dataset/634830,Alabama,40.3-45.1,-,-,-,5.2
601-800,Ohio Dominican University,https://www.timeshighereducation.com/world-university-rankings/ohio-dominican-university#ranking-dataset/634830,Ohio,40.3-45.1,-,16,-,-
601-800,Oklahoma Baptist University,https://www.timeshighereducation.com/world-university-rankings/oklahoma-baptist-university#ranking-dataset/634830,Oklahoma,40.3-45.1,-,17.4,-,-
601-800,Old Dominion University,https://www.timeshighereducation.com/world-university-rankings/old-dominion-university#ranking-dataset/634830,Virginia,40.3-45.1,-,-,-,6.6
601-800,Oral Roberts University,https://www.timeshighereducation.com/world-university-rankings/oral-roberts-university#ranking-dataset/634830,Oklahoma,40.3-45.1,-,17.6,-,7.1
601-800,Oregon Institute of Technology,https://www.timeshighereducation.com/world-university-rankings/oregon-institute-technology#ranking-dataset/634830,Oregon,40.3-45.1,-,-,-,-
601-800,Pfeiffer University,https://www.timeshighereducation.com/world-university-rankings/pfeiffer-university#ranking-dataset/634830,North Carolina,40.3-45.1,-,-,-,5.8
601-800,University of Pittsburgh-Bradford,https://www.timeshighereducation.com/world-university-rankings/university-pittsburgh-bradford#ranking-dataset/634830,Pennsylvania,40.3-45.1,-,-,18.2,-
601-800,University of Pittsburgh-Greensburg,https://www.timeshighereducation.com/world-university-rankings/university-pittsburgh-greensburg#ranking-dataset/634830,Pennsylvania,40.3-45.1,-,-,20.8,-
601-800,University of Pittsburgh-Johnstown,https://www.timeshighereducation.com/world-university-rankings/university-pittsburgh-johnstown#ranking-dataset/634830,Pennsylvania,40.3-45.1,-,-,20.4,-
601-800,Point Park University,https://www.timeshighereducation.com/world-university-rankings/point-park-university#ranking-dataset/634830,Pennsylvania,40.3-45.1,-,15.9,-,-
601-800,Portland State University,https://www.timeshighereducation.com/world-university-rankings/portland-state-university#ranking-dataset/634830,Oregon,40.3-45.1,-,-,-,7.1
601-800,Quincy University,https://www.timeshighereducation.com/world-university-rankings/quincy-university#ranking-dataset/634830,Illinois,40.3-45.1,-,-,-,-
601-800,Ramapo College of New Jersey,https://www.timeshighereducation.com/world-university-rankings/ramapo-college-new-jersey#ranking-dataset/634830,New Jersey,40.3-45.1,-,-,17.4,6
601-800,Rockford University,https://www.timeshighereducation.com/world-university-rankings/rockford-university#ranking-dataset/634830,Illinois,40.3-45.1,13.2,-,-,-
601-800,Rocky Mountain College,https://www.timeshighereducation.com/world-university-rankings/rocky-mountain-college#ranking-dataset/634830,Montana,40.3-45.1,12.9,15.8,-,-
601-800,SUNY Buffalo State,https://www.timeshighereducation.com/world-university-rankings/suny-buffalo-state#ranking-dataset/634830,New York,40.3-45.1,-,15.8,-,6.4
601-800,SUNY Farmingdale State College,https://www.timeshighereducation.com/world-university-rankings/suny-farmingdale-state-college#ranking-dataset/634830,New York,40.3-45.1,-,-,17.1,6.4
601-800,SUNY at Fredonia,https://www.timeshighereducation.com/world-university-rankings/suny-fredonia#ranking-dataset/634830,New York,40.3-45.1,-,16.2,-,-
601-800,SUNY Maritime College,https://www.timeshighereducation.com/world-university-rankings/suny-maritime-college#ranking-dataset/634830,New York,40.3-45.1,-,-,-,-
601-800,SUNY Oneonta,https://www.timeshighereducation.com/world-university-rankings/suny-oneonta#ranking-dataset/634830,New York,40.3-45.1,-,-,17.2,-
601-800,SUNY College at Oswego,https://www.timeshighereducation.com/world-university-rankings/suny-college-oswego#ranking-dataset/634830,New York,40.3-45.1,-,16.3,-,-
601-800,SUNY College at Plattsburgh,https://www.timeshighereducation.com/world-university-rankings/suny-college-plattsburgh#ranking-dataset/634830,New York,40.3-45.1,-,16,-,-
601-800,SUNY College at Potsdam,https://www.timeshighereducation.com/world-university-rankings/suny-college-potsdam#ranking-dataset/634830,New York,40.3-45.1,14,-,-,-
601-800,Saint Peter's University,https://www.timeshighereducation.com/world-university-rankings/saint-peters-university#ranking-dataset/634830,New Jersey,40.3-45.1,-,-,-,6.8
601-800,The College of Saint Rose,https://www.timeshighereducation.com/world-university-rankings/college-saint-rose#ranking-dataset/634830,New York,40.3-45.1,-,-,-,-
601-800,Salisbury University,https://www.timeshighereducation.com/world-university-rankings/salisbury-university#ranking-dataset/634830,Maryland,40.3-45.1,-,-,18,-
601-800,Sam Houston State University,https://www.timeshighereducation.com/world-university-rankings/sam-houston-state-university#ranking-dataset/634830,Texas,40.3-45.1,-,16.3,-,5.9
601-800,San Francisco State University,https://www.timeshighereducation.com/world-university-rankings/san-francisco-state-university#ranking-dataset/634830,California,40.3-45.1,-,-,-,9
601-800,Schreiner University,https://www.timeshighereducation.com/world-university-rankings/schreiner-university#ranking-dataset/634830,Texas,40.3-45.1,-,-,-,5
601-800,Seton Hill University,https://www.timeshighereducation.com/world-university-rankings/seton-hill-university#ranking-dataset/634830,Pennsylvania,40.3-45.1,-,16.6,-,-
601-800,Shippensburg University of Pennsylvania,https://www.timeshighereducation.com/world-university-rankings/shippensburg-university-pennsylvania#ranking-dataset/634830,Pennsylvania,40.3-45.1,-,-,-,-
601-800,Slippery Rock University,https://www.timeshighereducation.com/world-university-rankings/slippery-rock-university#ranking-dataset/634830,Pennsylvania,40.3-45.1,-,15.7,-,-
601-800,Sonoma State University,https://www.timeshighereducation.com/world-university-rankings/sonoma-state-university#ranking-dataset/634830,California,40.3-45.1,-,-,17.4,6.2
601-800,University of South Alabama,https://www.timeshighereducation.com/world-university-rankings/university-south-alabama#ranking-dataset/634830,Alabama,40.3-45.1,-,-,-,6
601-800,University of South Carolina-Aiken,https://www.timeshighereducation.com/world-university-rankings/university-south-carolina-aiken#ranking-dataset/634830,South Carolina,40.3-45.1,-,-,-,6.5
601-800,University of South Dakota,https://www.timeshighereducation.com/world-university-rankings/university-south-dakota#ranking-dataset/634830,South Dakota,40.3-45.1,-,15.8,-,-
601-800,Southern Adventist University,https://www.timeshighereducation.com/world-university-rankings/southern-adventist-university#ranking-dataset/634830,Tennessee,40.3-45.1,-,16.7,-,5.6
601-800,Southern Connecticut State University,https://www.timeshighereducation.com/world-university-rankings/southern-connecticut-state-university#ranking-dataset/634830,Connecticut,40.3-45.1,-,-,-,6.2
601-800,Southern Illinois University-Edwardsville,https://www.timeshighereducation.com/world-university-rankings/southern-illinois-university-edwardsville#ranking-dataset/634830,Illinois,40.3-45.1,-,-,-,5.1
601-800,University of Southern Mississippi,https://www.timeshighereducation.com/world-university-rankings/university-southern-mississippi#ranking-dataset/634830,Mississippi,40.3-45.1,-,16.5,-,5.4
601-800,Spalding University,https://www.timeshighereducation.com/world-university-rankings/spalding-university#ranking-dataset/634830,Kentucky,40.3-45.1,-,-,-,-
601-800,Spring Arbor University,https://www.timeshighereducation.com/world-university-rankings/spring-arbor-university#ranking-dataset/634830,Michigan,40.3-45.1,-,17.2,-,-
601-800,University of St Francis,https://www.timeshighereducation.com/world-university-rankings/university-st-francis#ranking-dataset/634830,Illinois,40.3-45.1,-,16.1,-,5.4
601-800,The University of Tampa,https://www.timeshighereducation.com/world-university-rankings/university-tampa#ranking-dataset/634830,Florida,40.3-45.1,-,-,16.8,5.4
601-800,Tennessee State University,https://www.timeshighereducation.com/world-university-rankings/tennessee-state-university#ranking-dataset/634830,Tennessee,40.3-45.1,-,-,-,7.6
601-800,University of Texas at San Antonio,https://www.timeshighereducation.com/world-university-rankings/university-texas-san-antonio#ranking-dataset/634830,Texas,40.3-45.1,-,16.3,-,8
601-800,Texas Southern University,https://www.timeshighereducation.com/world-university-rankings/texas-southern-university#ranking-dataset/634830,Texas,40.3-45.1,-,-,-,7.3
601-800,Texas State University,https://www.timeshighereducation.com/world-university-rankings/texas-state-university#ranking-dataset/634830,Texas,40.3-45.1,-,17.1,-,6.5
601-800,University of Texas at Tyler,https://www.timeshighereducation.com/world-university-rankings/university-texas-tyler#ranking-dataset/634830,Texas,40.3-45.1,-,-,-,6.2
601-800,Texas Woman's University,https://www.timeshighereducation.com/world-university-rankings/texas-womans-university#ranking-dataset/634830,Texas,40.3-45.1,-,15.7,-,6.8
601-800,Thomas More College,https://www.timeshighereducation.com/world-university-rankings/thomas-more-college#ranking-dataset/634830,Kentucky,40.3-45.1,-,16.4,17.6,-
601-800,Trinity Washington University,https://www.timeshighereducation.com/world-university-rankings/trinity-washington-university#ranking-dataset/634830,District of Columbia,40.3-45.1,-,-,-,6.6
601-800,Virginia State University,https://www.timeshighereducation.com/world-university-rankings/virginia-state-university#ranking-dataset/634830,Virginia,40.3-45.1,-,-,-,6.5
601-800,Virginia Wesleyan College,https://www.timeshighereducation.com/world-university-rankings/virginia-wesleyan-college#ranking-dataset/634830,Virginia,40.3-45.1,13.2,-,-,5.8
601-800,Viterbo University,https://www.timeshighereducation.com/world-university-rankings/viterbo-university#ranking-dataset/634830,Wisconsin,40.3-45.1,-,16.8,-,-
601-800,Webster University,https://www.timeshighereducation.com/world-university-rankings/webster-university#ranking-dataset/634830,Missouri,40.3-45.1,-,15.9,-,-
601-800,University of West Alabama,https://www.timeshighereducation.com/world-university-rankings/university-west-alabama#ranking-dataset/634830,Alabama,40.3-45.1,-,-,-,6.9
601-800,West Chester University,https://www.timeshighereducation.com/world-university-rankings/west-chester-university#ranking-dataset/634830,Pennsylvania,40.3-45.1,-,15.7,17.3,-
